original_tweeter_user_id,original_tweeter_f_count
20118767,195176.0
127941629,195031.4642857143
68752979,194649.0
19688927,194607.0
19375314,194534.63636363635
140047339,194133.0
66782978,193329.5
902200087,193094.25
126798663,192706.0
74433034,191480.86138613863
15656642,191045.0
15075999,190674.25
17741799,189814.0
983766825610694656,188624.0
18071459,186190.0
109458204,185885.0
586707638,185716.25475059383
3498448812,185551.0
3775360879,184780.50790513834
106081433,184504.0
12144232,183963.4193548387
90804267,183831.33333333334
33608041,183786.85714285713
9427572,183708.98930481283
14073052,183152.0
1033347878,182946.0
303783976,182342.66666666666
438525539,182146.0
941729680381550592,181601.375
16710420,181269.0
3981225735,181225.0
168541923,181030.14285714287
247981000,180111.5
50446226,178777.0
2874102076,178767.0
947924373029171200,178292.0
1370971824,178071.26470588235
1398479138,177545.72727272726
34868965,177094.0
17926625,176033.0
247379224,175561.0
141303134,175302.0
963565461454639104,175095.0
940368062,173575.83333333334
101395252,173349.75
33705556,172019.0
2393063119,171649.5
824126001936474113,170869.0
57398614,170779.0
53789862,170776.0
373157754,170629.0
125128723,170297.90074441687
857001662,170158.0
37501003,169389.0
842474623,169306.0
16002085,169252.0
829735580,168311.42857142858
863527548,168005.66666666666
505694805,167195.0
2834620568,166724.52380952382
739610364975808513,165499.54285714286
160509668,164727.0
15567770,164423.02222222224
39076082,163787.0
107210947,162411.0
1043185714437992449,162388.96735905044
249520655,162119.35
2451476942,162021.53491930995
707231479047315456,161631.0
262219886,161363.77777777778
70355674,161167.24637681158
241993704,161030.03846153847
853394106,161013.0
1264132357,160120.0
20076659,159762.0
2823192415,159748.0
309705905,159435.0
2795404498,157658.26069518717
462261419,153873.0
41789292,153800.0
806347865073315844,152892.74193548388
519983462,152884.0
34991028,152751.56470588237
975217231,152649.98529411765
232108392,152114.7
594886554,151920.634502924
143776014,151525.01388888888
2371536685,151416.0
942868836,151357.25
1372184863,150222.0
5242,149251.0
95871559,148914.12
9269372,148556.5
51369515,148007.0
18001922,147579.0
4156551377,147445.0
7900962,147316.0
48600036,146297.0
792660210,146067.06918238994
487600344,145281.85294117648
946549322,145120.0
14465607,145095.45
995775377275478016,144784.2972972973
466864852,144170.94736842104
822462665910063105,144027.0
113655965,143617.38356164383
2447086974,143522.0
266867464,143136.0
381391189,143108.0
320524842,142866.0
77509999,142232.0
816652616625168388,141946.0
75610842,141205.31578947368
112059828,141185.0
99034397,140789.3725490196
4446761654,140404.5
524262813,140335.50847457626
890319316327047168,138769.0
76699270,138696.0
3334843313,137823.33333333334
1194770389634895873,137787.57142857142
67949383,137495.0
15455253,137369.29032258064
19875548,136985.0
337484648,136750.0
2998864022,136181.0
91377850,135975.0
1054143836,135543.0
1332630685,135396.0
19985444,135353.8909090909
49551150,135130.0
1345580348,135022.0
121158213,134679.0
24671422,134415.0
86479411,133831.0
62256661,133021.0
43734813,132953.0
2333707213,132932.82131979696
104778698,132501.0
243318995,132441.9
2216589010,132070.0
36618079,131905.0
120150558,131635.0
25320639,131459.73863636365
3911239745,131300.47094801223
1405220132,130189.14285714286
26028938,130102.76220472441
948464246064427008,129900.0
841116259,129852.375
162650265,129468.66666666667
21705181,129451.75
1339488762,129135.0
1494835716,129025.23331660812
1172482152,128980.0
44667113,128695.0
342864030,128485.0
20958510,127892.33333333333
2264401520,127150.0
1674315427,127138.34852546916
16582131,126792.0
3267456386,126598.0
1217407426821066754,126567.22222222222
375474419,126492.0
28088216,126044.0
553036368,125789.0
93295809,125277.5
34240147,125051.25
624210678,124779.33333333333
2852378032,124429.0
3005733012,124375.0
590211920,124170.0
263074291,123853.0
2711544912,123498.0
15273001,123248.66666666667
44135635,122946.72727272728
3293118434,122544.6
375369317,122252.0
2912118236,121022.33333333333
52010056,121005.0
16740433,120257.65267175573
27789999,120256.66666666667
34927577,119392.44642857143
71028123,119313.0
454232867,119252.33333333333
4541535439,119143.0
464315202,118966.7
20681253,118824.0
2876742314,118768.0
132235973,118160.375
132865155,117915.0
2809289206,117237.05357142857
2719377835,116344.0
2596413645,115435.0
835627637049450497,115016.64285714286
1104849253,114945.0
2877839294,114938.29411764706
276452562,114520.5
33066917,114046.0
108524355,113832.0
10292132,113788.0
37396883,113529.23809523809
715044396,113390.13333333333
21822997,112705.0
3353061012,112637.0
745600340,112574.0
2319339266,112241.6
18655567,112060.0
316449565,111621.0
114807372,111529.0
275471220,111283.0
576247173,111239.0
800111181058838528,110678.0
725064846056640512,110404.74857142857
822901284655210497,109895.91655266758
898533348,109692.0
561654065,109546.58333333333
899115298997055491,109417.91129032258
56670878,109163.0
1006096223596511244,108864.5
25612517,108814.0
943737770715082752,108163.0
122025193,107865.0
20686232,107815.35
22508473,107145.0
852269288,106737.0
388926026,106596.0
29398579,106409.29967069154
43947294,105803.0
29648122,105681.4705882353
903313767596822528,105540.80282996985
199317006,105389.0
19850687,105297.625
2922345639,105240.96153846153
1957674949,105186.9932885906
940430173517811714,104447.06498194946
459692778,104439.29411764706
1175047638,104192.75
136908592,103904.0
48325671,103863.0
106513394,103773.1875
162890663,103771.0
288432289,103653.78260869565
1186,103367.0
18320938,103186.2
579747564,102898.5
15772453,102823.94117647059
2449913803,102695.35922330097
767424168669229057,102674.01261829653
1356992605,102492.4705882353
4918885219,102281.70833333333
16264803,102181.0
1546656000,102153.0
288755234,102011.0
48702842,101827.0
1392956425,101823.6
182493733,101778.0
960891360453656576,101751.0
272114651,101672.0
24787367,101412.41635687732
1575689569,101356.0
292250240,101110.0
3914047581,101083.85869565218
761799487186735105,101077.0
1358917686,100775.0
705902960967094272,100665.0
85965266,100630.0
717627639159128064,100600.63636363637
368274525,100395.0
18809812,100313.14285714286
734168909553766405,99855.01181683899
4563974475,99848.0
21186231,99776.33333333333
403780910,99580.0
917501529480765441,99538.57142857143
822510151642923009,99526.4539400666
469999217,99253.86666666667
151432737,99155.5
14375294,99039.0
112280016,98806.0
242883110,98438.0
15164905,98261.0
40183366,98199.0
72087446,98011.0
2831650963,97895.33333333333
631310817,97567.98208722741
53503202,97314.75
955628749,97197.0
1121554471,97036.01570680628
33611715,97034.60824742269
59393368,96905.5
44397959,96704.0
1107896723936940032,96596.0
3270826597,95652.0
2471239705,95621.0
113364160,95368.0
1955038620,95120.1
21833728,95028.6
39462584,94629.33333333333
147370518,94188.0
19178148,93611.0
17919393,93476.0
526707382,93447.0
974143844,93366.0
19921353,93307.125
172511244,92957.33333333333
293063175,92886.5
2286189025,92619.0
2941721204,92507.0
88457913,92480.0
383125195,92214.8
5820642,92189.0
43350851,92079.5
27962384,91776.0
11454572,91719.70833333333
14695985,91712.0
2693406407,91517.0
23095992,91404.0
719814610686255105,91247.5
19088288,91213.63333333333
1150078450771755008,91177.0
904517796,91157.0
16523905,91066.71428571429
909448512,91001.0
2801177472,90735.0
22434517,90414.0
839099917121511425,90292.79740680713
129094395,90198.0
499230066,90097.03503787878
174618314,89836.0
3025754858,89605.4
3241007092,89258.0
895371423920902145,89135.75
1085590193825083399,89091.0
364214133,89006.0
85498982,88847.56613756614
22456513,88360.95652173914
856991644134068224,87958.12121212122
423805915,87912.0
45641358,87878.03703703704
3250384614,87781.0
2289628938,87740.0
21722318,87739.0
230653661,87709.0
37303498,87512.0
817839617378488320,87412.81690140846
22341769,87039.0
2713427480,87016.88888888889
1096901059,86644.0
16082893,86094.2
19422491,85957.1452991453
13491312,85890.0
466789572,85793.0
18309456,85781.0
101779040,85459.53571428571
187936720,85410.34939759035
248135355,85369.0
3244382466,85014.8
433610219,84747.0
71504313,84700.0
446228264,84672.79661016949
17194090,84385.0
59386332,84335.0
3167970557,84123.224
406483952,83885.04545454546
162301746,83824.61788617886
78123176,83729.0
1401236340,83608.0
22459342,83543.21428571429
758101519891914761,83445.5
33410754,83299.0
105901883,83231.33333333333
106938252,83109.0
207082508,83106.5
2275566312,82842.0
15063486,82776.57142857143
3836008983,82404.0
18361825,82225.0
3101613139,82007.0
587536673,81942.0
497300307,81908.83720930232
872210966456352768,81815.0
2301990517,81710.02298850575
46315077,81654.0
125815552,81639.0
8805142,81600.0
100272410,81575.1544117647
16181186,81488.0
274699227,81473.75
34898084,81372.88888888889
19878055,81274.0
3656836876,81207.0
21149655,80994.0
75311070,80944.0
729389585445363713,80933.57142857143
202643200,80793.0
17790116,80514.0
254732884,80382.92156862745
186562905,80381.17464114832
799111347111751680,80363.42857142857
371887340,80241.33333333333
17561837,80172.0
252398355,79993.15384615384
1315355821,79863.0
741977462028926976,79743.0
16906660,79613.0
35016321,79468.0
1372786812,79431.37037037036
51310666,79427.27777777778
90346496,79247.0
1661561491,79181.0
60751951,79049.0
1024137594,78987.0
38284349,78929.375
40156330,78919.0
307154654,78797.5
482418139,78797.0
15757578,78655.0
268058243,78626.0
49794620,78564.0
1092086942198452224,78401.2
542962969,78331.7672413793
21044127,78205.6
266237495,78119.85714285714
812361923304034304,78115.625
913416571548205057,77930.0
108006063,77816.0
31628934,77803.5
57049338,77757.0
23985504,77732.5
200163987,77680.0
2510362008,77669.67741935483
764925179956912128,77279.89655172414
528999980,77181.75
37365807,77136.5
17241998,77094.0
2961297390,77004.0
1327775185,76868.0
3028493620,76860.5
3161660191,76657.2
226194552,76541.0
996790477902008322,76527.0
15501305,76521.66666666667
841609973687762944,76411.0
553224712,76384.0
84653850,76071.0
81111450,75852.5
53745076,75851.25
3264769360,75844.0
15545122,75829.0
55060090,75670.0
90956199,75647.82352941176
792096589191852033,75490.0
43237308,75374.72727272728
244351421,75320.0
550377428,75308.0
2956700802,75258.0
454513795,75018.66666666667
4820804277,74939.0
15793787,74904.5
785844610404904960,74842.68965517242
751552860303683584,74766.30555555556
348620338,74555.0
758729592672653312,74463.4
718332223,74429.03921568628
98851120,74401.0
14691203,74394.6
43753976,74375.27428571429
119466953,74374.0
2626436553,74215.0
984705766945767424,74204.375
1358290958,73736.0
201066140,73634.0
829061327800954882,73562.0
17957392,73411.0
16282892,73008.0
105355215,72958.09090909091
864030687120281602,72927.0
2502895924,72907.32743362832
1043793651988553728,72856.6
951618360021729280,72826.0
116198288,72712.75
824322536204865537,72699.66666666667
719662077934243840,72690.0
829717519,72646.91270358306
2398551432,72612.0
75927392,72586.0
19479214,72535.01492537314
773003748360785920,72462.0
1432029667,72458.0
958064770019741696,72425.0
1384996994,72379.0
25545091,72358.0
146322653,72148.0
1568127072,72130.83333333333
3389073989,72032.0
57184966,71908.18181818182
3602237232,71815.72727272728
321035269,71676.0
1080695666760929280,71518.0
498459134,71514.78571428571
19102612,71502.0
38351186,71410.66666666667
59376089,71387.0
27075946,71313.33333333333
65991060,71268.0
959285851875196928,71226.0
55329156,71221.07228915663
19959268,71070.83333333333
1833919200,70978.5
97054224,70977.64
466144416,70940.21739130435
714234573345931264,70886.5
15486485,70872.25
4682100312,70856.0
2190026348,70790.85714285714
22663306,70774.0
1478430702,70731.40909090909
741680976,70626.0
6742412,70285.925
594990097,70275.0
20253024,70248.5
827713095074148352,69973.0
2319270278,69817.83333333333
522593098,69646.83333333333
826104850194653186,69534.0
297457814,69411.0
208996041,69409.0
393095898,69290.0
22936237,69237.68421052632
960120039293759488,69228.0
2390513293,69102.0
591505507,69090.0
4798259061,69019.2
3229908828,68995.0
845347039567233024,68697.0
94818581,68645.0
19284888,68562.0
35355935,68552.0
43906698,68472.0
33856936,68465.0
823261267175555073,68234.0
495379332,68217.71428571429
18757886,68205.65
18548529,68089.0
12716032,68049.0
26278305,68023.0
54159671,67743.0
49592004,67714.0
17642330,67676.0
936370195068841984,67556.0
105623556,67109.0
32497478,67095.41379310345
118567880,67087.0
4311670299,66966.5
199233142,66909.0
19615940,66896.625
74450490,66829.0
878916812,66685.58613659532
4789453135,66553.8493150685
830603169055010820,66508.0
526824449,66508.0
16585101,66469.69381107492
7597712,66462.0
32201297,66455.0
879548970082721792,66369.16666666667
725292612,66365.0
66923871,66361.0
73572581,66337.33333333333
2474749586,66308.0
289118612,66254.86666666667
620235564,66238.0
2187790560,66132.0
1130703085,65954.0
764908933446307840,65718.66666666667
27001391,65715.0
49877768,65714.16666666667
927531930601521152,65592.0
15656004,65560.5
2311557998,65547.5
1683467618,65528.0
282516228,65474.0
757078971590651904,65471.916666666664
49682880,65466.78125
2164876369,65339.0
3761576953,65337.0
893856362,65302.333333333336
2396910715,65152.0
2973525349,65104.9
2988785197,65049.0
1035360663391100928,64992.0
711708804707196928,64702.0
88315048,64690.0
57207846,64631.0
3301052704,64571.0
2315583427,64481.0
171080353,64451.0
1425451896,64403.0
2417844248,64391.333333333336
42278126,64380.0
2309409103,64365.166666666664
895286614431346688,64358.44047619047
212308700,64202.0
759183757152780288,64181.0
216327829,64068.0
96958201,64048.0
15659178,63991.25
583456963,63973.0
61015562,63932.0
1043270522295877632,63874.0
575853659,63816.65
454047437,63751.0
2462162202,63718.0
291774022,63673.666666666664
1659267216,63666.0
779476491092434944,63605.69105691057
809974521746911232,63573.5
2313027666,63552.0
299273962,63400.0
893759190,63395.87272727273
23281108,63387.0
41003107,63386.0
214924095,63373.0
264223801,63332.0
792425445929078788,63298.333333333336
116252479,63257.0
167778891,63238.444444444445
101542844,63106.0
261226885,63030.0
4686170306,62894.0
875017115979403264,62877.782608695656
95869752,62773.0
24431556,62747.78767123288
3106534151,62568.684971098264
1267887043,62546.25
135003536,62526.0
44417425,62407.982142857145
367529999,62270.76811594203
45573874,62257.0
3419294291,62252.55272727273
202590356,62177.6
1326005070,61935.416666666664
782620709977661440,61894.121212121216
2323772125,61786.0
3137574705,61622.0
129019194,61510.142857142855
5644772,61504.5
210556794,61384.75
81083473,61277.6
17100255,61223.0
245571881,61202.5
18837791,61131.20491803279
808441004764332032,61020.5
85807073,60938.0
231794194,60929.681818181816
159253357,60621.0
4480906040,60567.77777777778
148246711,60522.0
1055819616629346305,60503.0
34383891,60454.0
808071043248111616,60450.0
243408205,60426.0
2955091368,60279.874074074076
733421930712162306,60258.91935483871
69190453,60225.444444444445
428140124,60103.0
75081190,60059.67532467532
129750289,59844.0
11781162,59775.0
143169070,59649.96407185629
835227434681184257,59611.0
350476403,59556.0
25692368,59477.0
163995099,59463.5
2735511486,59420.832298136644
3346214092,59279.0
879147821915615233,59264.0
2975091705,59230.0
236696328,59128.192307692305
1363153292,59031.0
827570782083567616,58854.0
1903712426,58824.7174392936
84800999,58669.3
2877123289,58606.333333333336
14930580,58548.0
1011741919188279296,58546.0
22915667,58471.6
96040734,58431.0
1963945884,58386.05
279975283,58301.0
562255311,58286.406593406595
16538546,58262.0
941689475956117504,58220.0
317246039,58205.75
2174509045,58200.875
37190937,58088.0
2261025822,58061.0
953495107906523136,57864.620689655174
291481777,57799.0
456636692,57632.0
38385927,57606.0
951165164,57458.2
2376185485,57432.0
177564016,57341.0
2634377088,57335.0
2504961431,57237.0
83567424,57142.0
859592034,57136.30337078652
237719164,57083.0
844320899679604736,57031.0
2554131522,56906.153846153844
153503737,56874.5
51837775,56868.217391304344
897573757665128448,56852.5
36675035,56831.0
137395584,56819.0
3098336425,56698.0
67610766,56671.0
2738477133,56663.19642857143
77046494,56639.0
1105951888778977281,56613.25
51779155,56521.0
3232142235,56489.0
963789929179467777,56472.0
418028983,56410.0
1000141948269678592,56366.03973509934
883382034638540803,56342.294117647056
382975715,56338.333333333336
50243741,56278.0
3314383418,56271.14655172414
145184052,56263.0
915231714724712448,56235.260869565216
778763106289758208,56229.565217391304
116363549,56206.0
340259182,56190.0
903211979283865600,56151.6
23359769,56102.0
599817378,56069.0
899012620790923264,55779.0
3778429406,55741.0
49217766,55709.71428571428
791096589712523264,55701.0
731649894805463040,55685.75
611052628,55646.0
1595125903,55550.90476190476
959070776715440129,55525.69696969697
1029557447533514757,55516.5
18014005,55471.0
801962070,55459.59649122807
2307712298,55444.0
78577336,55406.5
19899980,55360.0
20347310,55349.0
807309197348077568,55347.0
11695892,55180.0
715474256889384960,55058.0
994988644195856384,54969.2
2324993199,54958.5
127934664,54932.0
4336705833,54892.0
849991615620014080,54873.0
154350597,54855.5
965259182,54812.56918238994
200785205,54812.0
872614204196499458,54796.0
16916445,54781.0
765255265503543296,54726.09090909091
1514068152,54698.0
1392951560,54641.0
1129885076,54629.333333333336
19725105,54606.0
36243948,54599.333333333336
18353495,54595.0
1924353668,54535.0
1000807582825500672,54527.0
515597525,54519.0
21357741,54442.71428571428
568151409,54400.0
774631928745951232,54313.0
29371108,54289.0
14782243,54268.0
37409515,54260.875
297838327,54257.0
2716396878,54246.555555555555
16942956,54222.0
373928998,54209.0
3393706864,54200.0
117341432,54173.0
776272687,54154.0
1107404566780432384,54128.666666666664
4637042115,54092.290322580644
69539409,54016.0
2263105532,53953.0
752493806,53851.27272727273
902156160945573890,53709.964705882354
889543524055691264,53628.57894736842
871164667392958464,53604.5
155336615,53572.0
534903573,53539.0
27943005,53400.0
1466009443,53381.0
832965832837885955,53281.0
386213011,53278.0
938139949710405633,53239.454545454544
783668708447092736,53201.444444444445
21159536,53170.0
804435407400095745,53150.56455142232
3886771835,53101.0
304123273,53083.0
3394053112,53037.35733333333
2567365058,53018.0
1387173836,52970.0
1003140853571862528,52936.0
760293057929420803,52899.0
88426758,52847.0
2449650492,52781.681818181816
27736576,52736.0
822927813347069953,52672.11111111111
16190478,52672.0
414003816,52612.0
49023129,52604.48837209302
774091826215157760,52590.0
110403389,52544.0
32772630,52515.0
534023,52388.15789473684
56491860,52375.724137931036
13737002,52373.0
1135333561534431233,52354.0
861103902,52347.0
2950103415,52274.913043478264
875395031942787072,52219.142857142855
325290392,52182.0
711535251835629568,52123.0
417451460,52092.5
38624666,51887.0
257145200,51880.0
3383049855,51827.0
207877715,51825.0
864301084021366784,51817.68421052631
1042567482001641472,51767.0
957234158111215616,51724.75
967497844302209029,51718.8
803260509353111557,51685.823008849555
4516171573,51630.71428571428
889176059710771204,51620.6
16718692,51548.0
146591896,51504.25
1358146357,51471.0
878284831,51404.0
636629677,51345.555555555555
1029902668964290560,51324.555555555555
19130934,51310.0
795181796,51259.0
817348080899080192,51226.5
3296504462,51202.0
2279856378,51195.0
198179597,51179.0
1510654326,51143.0
753774780759826433,51086.26315789474
3404611078,51071.6
27503607,50992.0
877699334,50910.0
997538850472898562,50828.333333333336
1080576949,50807.333333333336
37630113,50724.0
4710708974,50690.0
550395262,50631.0
33946024,50592.333333333336
190878483,50542.0
96021946,50542.0
788363167,50437.0
822521278242373633,50401.0
83148068,50320.0
862750829945782272,50231.0
2772429247,50178.5
3433022621,50135.0
16155881,50131.125
703990775223169025,50066.529411764706
617361371,50049.0
741419766867337216,50022.565217391304
756988954755395584,49981.0
788131075318910976,49948.5
3042776671,49947.0
775625838385569796,49945.666666666664
923368757803847680,49833.6640625
261157191,49806.6
19117235,49791.0
3315464599,49790.28571428572
336088096,49790.0
866311214770528257,49773.0
48252327,49771.875
822444348977463296,49760.0
435704007,49658.68
16385605,49605.0
54746171,49553.166666666664
46339623,49506.333333333336
34686274,49500.375
46281453,49449.5
4086750921,49414.37037037037
1216651544,49376.0
705506254500790278,49371.294117647056
803017539903029248,49367.69642857143
826419253347745792,49359.96226415094
822668876785782789,49349.0
38813274,49264.0
1161412170,49259.2
37535548,49246.0
2898314810,49218.0
511108114,49096.74509803922
23360808,49062.66979655712
923971573,49031.0
93059852,49024.666666666664
2244134066,49020.0
757832485,48942.0
1947303967,48877.0
874143005090906113,48872.333333333336
32205586,48839.0
291874773,48824.0
796074792826847233,48799.333333333336
874606098,48789.692307692305
298633547,48737.319444444445
312015061,48716.666666666664
11203972,48647.1875
609884455,48563.0
4320799523,48529.0
294902433,48526.0
925072203267432448,48512.333333333336
717609056039514112,48477.0
945145880549707781,48457.0
1904739704,48369.67857142857
949853644580687872,48360.0
259260816,48236.5
2438096377,48229.0
923189291613917184,48199.0
817166972764962816,48149.666666666664
104966264,48117.0
58903969,48107.0
728039605,48070.37037037037
2815850443,48029.25
4691189473,48011.15789473684
1109152011348557824,48002.0
483486676,47987.0
201389881,47961.333333333336
830538315036229632,47949.75
22533298,47947.333333333336
162573283,47937.0
45261768,47907.5
110835004,47889.120689655174
1606029594,47866.153846153844
104083947,47830.333333333336
90408018,47812.5641025641
482388629,47767.0
606330459,47700.0
83668232,47678.0
2898216534,47587.25
1380571802,47557.0
328440716,47551.5
958958453480968192,47526.0
32456965,47463.333333333336
403647191,47324.549019607846
2899459274,47217.0
535643852,47216.0
786736292809760769,47159.857142857145
561310591,47116.34426229508
700630947,47111.666666666664
18304860,47074.0
35654845,47041.0
58966831,46928.6
827443926156013568,46908.0
14175873,46845.62903225807
24544802,46829.84
4885405884,46811.0
128233573,46750.0
27185670,46739.666666666664
489958688,46709.2
4902551469,46672.90740740741
2298722492,46612.64
873808737743536132,46558.0
52352820,46546.46
822517413732229120,46544.0
1430508206,46524.14503816794
65517621,46456.27272727273
920006546829975553,46449.07106598985
947635931590287361,46412.0
3901783948,46394.333333333336
83182871,46357.69841269841
52092687,46342.0
15444711,46313.0
68636682,46296.666666666664
17757005,46284.0
742377702305370113,46155.86666666667
951302891708583936,46127.0
120649992,46122.57046979866
874397960489975808,46018.8
97034895,46014.769230769234
1713175050,45991.0
1911303422,45989.666666666664
28534205,45972.07692307692
790705621142233089,45947.58181818182
952758329301807104,45909.81481481482
882714227248680961,45906.0
40443752,45874.0
835125421817593859,45873.5
1128118081,45848.0
789951468371521536,45832.0
21764525,45824.181818181816
898904244,45810.0
397545273,45795.71428571428
727559243419668480,45668.0
2852597261,45656.0
34348176,45633.0
953616483912966144,45593.0
101152134,45591.0
816736590412337158,45579.0
67286938,45432.0
231995944,45427.0
984537447525691392,45421.0
2211089653,45389.0
21587082,45365.85294117647
139142269,45354.5
