original_tweeter_user_id,retweet_count
2248093283,1622
92928883,1614
1199631548095619072,1600
1111377393405562881,1599
741419766867337216,1597
864007682,1597
44356836,1596
718908444,1592
1042567482001641472,1592
1048026963082977281,1587
727487510,1583
803017539903029248,1580
1726098164,1580
116356889,1574
25974425,1568
69557688,1568
1101660031630491648,1562
3282582960,1559
882714227248680961,1557
141422795,1546
1174262320790417408,1539
1903712426,1536
984537447525691392,1519
1168793817148821504,1516
1906242157,1503
757812745613955072,1495
36934558,1487
3005733012,1485
258283931,1476
1013916412325322757,1470
19220761,1468
143776014,1466
3092434408,1456
482418139,1454
1539233137,1453
47474439,1445
811308998108573696,1445
1024775399736311808,1436
2375413230,1431
11781162,1423
1079160267093635072,1417
1430508206,1413
711267839,1412
4064788573,1407
1071493866489044993,1405
58579942,1404
1089847455003365376,1401
84219973,1398
14828860,1394
17364806,1381
2391345684,1380
2738477133,1379
835627637049450497,1378
51779155,1367
464315202,1366
881210530505076736,1365
939985878201618432,1359
288432289,1357
899012620790923264,1354
18238344,1352
21508174,1350
828390809317756929,1347
1202648528184627200,1347
22663306,1344
184974902,1340
24258355,1337
524262813,1336
18080108,1335
54746171,1331
247981000,1329
310965182,1323
830538315036229632,1319
966716807452258304,1318
73928096,1318
721811863105773569,1314
348113898,1312
100091223,1306
106081433,1303
172511244,1302
26278305,1300
25504267,1297
806538357257998336,1290
15656004,1287
15879633,1283
2831650963,1282
1036239330984054784,1279
53745076,1277
2934785467,1275
207082508,1266
110835004,1264
477864155,1264
998024297938481160,1264
1148711615686160384,1263
880818095786524673,1254
755801175639855104,1253
812361923304034304,1248
1962274932,1246
2510362008,1240
1025807158338875392,1239
1324334436,1237
41160276,1235
38644883,1235
2744470415,1231
1009466031922917379,1227
901063185305882624,1223
52338305,1215
4637042115,1210
3193571952,1199
601364131,1195
13218102,1194
874397960489975808,1193
328756439,1184
953495107906523136,1180
1105852870421815296,1174
753774780759826433,1174
878125310767648768,1172
803260509353111557,1169
1092637385966473216,1163
878499534669623297,1163
2554131522,1153
259260816,1153
2433154158,1151
25320639,1137
25202268,1135
2801729758,1132
767424168669229057,1132
1125144707258912768,1127
66562891,1124
1222990700536426496,1124
1201140628391895040,1124
1203122402814767105,1123
1163076105013813248,1118
18118505,1115
893759190,1109
814251233364086788,1109
3436484283,1108
951302891708583936,1103
2908170952,1095
956171191,1094
2475433110,1088
3283495219,1082
1217456391251808256,1080
3981271347,1077
246939630,1076
1059443901671575555,1074
19677960,1070
239160808,1068
3948779773,1064
1058745895599116288,1061
826339456223498240,1061
1499607608,1060
303783976,1047
751400048,1043
1090510399324090369,1043
1013291026755317760,1042
91122261,1041
831651493329580032,1034
33607522,1032
76724591,1026
220240498,1026
1005084501784055808,1022
27379401,1017
816030049644216321,1017
3051399156,1016
2567365058,1016
110856776,1016
179091444,1015
432895323,1011
3911239745,1010
433531840,1008
2449913803,1005
1140738103654649868,1004
1368236850,1004
1006096223596511244,999
113655965,998
1054124381360832512,995
4249826728,994
1097515491730604032,991
26036200,991
3106534151,986
833065154027753472,984
459390022,981
903211979283865600,981
810256949027672065,980
708815012,977
727882402568101888,975
16585184,972
44177383,971
2335005701,968
1095361617829732352,965
34927577,964
1069632886079401991,963
862716927696916481,959
948118846879121408,958
864521635260506112,951
423610335,949
542962969,949
50769180,948
187879473,946
3028493620,945
24338525,943
800111181058838528,939
21829541,938
959285851875196928,938
853086344737902594,936
1191364337631465474,934
1228227257681891328,934
54399803,933
75081190,932
1179376184481796099,929
1167403267837448192,928
879147821915615233,928
38351186,926
2809289206,921
1072450143931138048,920
1573472503,917
845804107,916
304123273,913
885545164101619712,911
3405760034,911
202404754,910
1681085179,907
1144591876231749632,906
4161793753,904
20692332,902
1020377726480502785,901
1152580236770283520,900
1067003156838662144,897
1165398811008819200,895
537775187,893
850130990706151428,893
219156426,886
91697207,886
829206893704921090,885
969860836163547136,884
1046599660188520451,883
730088562,883
264361128,881
55329156,881
1251699848,877
240454812,875
31288110,874
109298004,873
98042404,871
25251653,870
742792681026375680,870
14073052,869
784905447979352064,866
827800680375017472,863
924473061562310656,862
922895694519767041,860
624210678,858
4311670299,857
3901783948,857
21186231,856
2823192415,855
1048329764723994629,854
372240477,853
839988305374674946,843
1174378751255293952,835
216327829,835
117341432,833
159253357,832
134240162,830
28627025,830
1023161885313523713,830
1392951560,829
272114651,827
839103212691066880,822
1146852857116680192,822
1164676482548940800,819
388983706,818
1963945884,815
2772429247,814
1539351596,810
764925179956912128,810
56312411,807
2502895924,802
1138930889595899904,798
4194471737,798
2301990517,797
1156156899890540545,796
779125868622860288,795
938035304,795
3772895061,795
723493596083699712,793
37046582,790
932150077178699776,788
76184375,788
469999217,786
2164876369,786
101576470,785
1129279740068737024,783
247860908,777
1657730988,776
1191000818,776
126014458,774
1158722677932273665,768
1179406168311128064,763
1019803322642034689,761
945846436586962946,760
1153045459,759
1060633770531921921,755
29542253,752
56039856,752
88426758,751
1599221588,748
822927813347069953,748
531893966,748
47833617,747
799047255378391040,747
568442203,747
1072548470530236416,746
1190179918824517634,745
258102046,741
511108114,740
3304499628,738
940368062,735
16219459,735
46770403,734
95869752,734
914879246987927552,734
924953676459810816,733
2316246829,732
108006063,730
922710167581536257,730
37808197,728
1208374768769986560,728
3319648240,728
1115351170711580672,727
60629480,727
1214752028431454208,726
902156160945573890,724
2739596257,721
963789929179467777,719
196168350,717
1158702972689235968,716
3193533494,709
982107565457723394,709
1209862623820492800,708
792096589191852033,707
944189662133854208,705
122025193,700
1224093724399034370,700
2290755964,698
1003169750795444224,697
69025232,694
1151546692233244672,693
785867439275905025,692
19989052,690
2638470127,689
76227785,689
262803396,689
817354313399943168,686
995775377275478016,684
730074470010982402,683
842966920978620416,680
37365807,679
84800999,677
1114718776258367488,677
2874102076,677
337217236,676
731608385645318144,673
907857255613321217,671
75311070,669
620571475,669
17290000,668
778763106289758208,665
1156569142973149184,664
1054066440871890944,663
34367582,660
951165164,657
34686274,656
2998864022,655
817661098988019712,655
49139894,653
4081556594,653
65120930,653
21080743,651
958725546724282368,650
831907538031538177,648
1198915588396998656,645
248815088,644
357899639,643
758101519891914761,641
2349541779,641
774631928745951232,640
1019082963349368832,640
45261768,639
250454150,638
18572546,637
438152067,636
44704537,636
1358917686,636
806047050517401600,634
1008120352751456258,633
1108483445745963010,631
1155688202730008578,631
70355674,630
39187363,630
19985444,630
25098358,630
2955091368,630
1165469653,629
466789572,627
3346214092,627
856288002435420160,626
296612629,625
19519035,625
192547775,624
913412403383099392,623
1103930188608417797,622
250497146,622
1235200052,622
838457598303223808,621
2706779234,620
1120773394285375488,619
818520671181537280,619
879548970082721792,617
1113270837346537472,617
2867340142,614
1012507237594607616,613
15567770,611
859076655645700097,610
700630947,610
844136511079559168,610
1111402424328224768,610
129235890,609
3231686066,609
790705621142233089,608
1602679219,608
24592997,608
989555352223010816,606
957234158111215616,606
1166577240601239552,605
1037006711314423810,604
1184638783540600833,604
861538670888747009,603
287843201,600
947635931590287361,600
1166561788823056386,598
107225267,596
1380398929,595
431777800,595
47133990,591
1205645261868949505,590
2713427480,589
860808843667935232,589
382975715,587
714234573345931264,586
866779341883146244,585
971137375815524352,584
739610364975808513,583
2769288165,583
66782978,583
4366939278,582
782620709977661440,582
3680346558,580
24431556,580
54303075,580
104083947,578
877894890218246144,577
1193251639530049536,575
2899459274,575
1927929272,574
1070821374317473792,574
92804452,574
397990197,570
1132919517372342273,569
738908828129984512,569
1078094414,568
492660097,567
172057857,567
1120677352688631808,565
1101968098293399561,564
19211550,562
810943316,562
1105579199081910279,562
4239420133,560
865293039580790784,558
2696141629,557
816736590412337158,555
19088288,553
1157388784301793280,553
714989079021006848,550
531497385,549
274699227,549
814530975350792192,547
1187887371678732288,546
4660013206,546
477141840,545
241993704,544
721103906416173056,542
1077286106763268097,542
1148916178020110337,542
2336799584,541
1032904812281520128,539
1109163883082637312,538
1007722224546037761,536
1370971824,536
1010992412330782721,533
1082140811406372864,531
463399466,530
801962070,529
2956700802,528
827443926156013568,527
737257950197207041,527
2853461537,527
2200545355,526
1052663066037506048,526
459670502,525
1722428990,524
1128610043463651328,524
19498498,523
143169070,522
224407435,521
966341696710524928,520
43350851,520
52352820,516
458377940,514
940017003036680192,513
1170148940613861376,511
1051416328677052417,511
1118945855594225666,510
714073533270401024,509
1606029594,509
46632633,508
984705766945767424,508
82367873,508
934388827220791297,507
717609056039514112,506
97197130,504
11203972,504
1472540850,503
1107404566780432384,501
2525149488,500
2946753318,499
1172879712634454016,499
4123406774,498
711916684383277056,497
826419253347745792,496
1209148250,495
482940372,494
897657101010345984,493
1138512526239555586,493
1021660731488591872,492
1180573004327215104,491
789191416761036801,491
1084225736,489
454232867,489
25329928,488
55806350,487
2752900142,487
842378744,487
3529564162,486
37396883,485
905153319253004288,485
2922345639,483
8933572,482
1380571802,482
1134573812111020032,482
1064259752547545090,481
925072203267432448,480
1112751218407825408,480
2474749586,480
4847157879,476
14895030,476
977428560842432513,475
62329139,475
1169983227488022531,475
109458204,474
172099674,474
385926583,474
75237089,472
1017509607013474305,471
249918934,471
2993959370,470
56575418,469
81838964,469
21705181,469
2298722492,468
362054834,466
1069422303816138752,465
230818994,465
867336522,465
629017102,464
41789292,464
1227469698377318410,462
1178167402258997248,461
212479621,461
1193808046524436480,459
2596413645,458
789300582435565570,458
393645945,458
2208433402,458
25493304,458
157054921,457
1048223524526219265,456
3293406121,456
3536513957,455
18163042,454
1112872177102143488,454
33611715,453
1141073347079487490,451
1057379667890495488,451
1245382261,451
1167587134712307719,450
1216194444103495680,450
848778839706750977,449
44945327,449
3208495775,449
82212001,447
249520655,445
3465993792,445
78909374,444
827901782672175105,444
22456513,444
1059241909112193026,443
1062256128841662464,441
1063202045950418944,441
18071459,440
1126286251764535297,438
952981731900116992,437
881938884862529537,435
843823100567289856,433
1086784807907008513,432
118567880,432
801141117555212288,432
1017165714,431
2979361895,430
1030394867069984768,430
43237308,428
19524066,428
1020136260206120960,427
815873450736844800,427
877699334,426
1135333561534431233,425
1084465008631795712,424
71504313,424
1053070711571599360,424
3025754858,423
890319316327047168,423
3039785666,422
82383649,421
937631077325262848,420
823553613062488065,420
883334230968684544,420
26910975,420
99034397,419
33946024,418
1135172492346023936,417
966697102792364032,417
2968835805,416
4455786252,416
1110684264243302400,414
15976697,413
1093741048726056960,412
2716396878,412
270921976,409
788738939939090432,408
729841736558755845,407
302004290,405
7900962,404
37502757,403
758729592672653312,402
1174128672086941696,400
1659267216,399
23985504,398
244241866,398
2891647423,398
710967378763354112,397
1287771690,397
3234859785,396
1014868411275411457,395
30244119,394
67949383,392
15700729,392
49035671,389
859408364,387
889071323837681666,386
1072293222054064128,386
220207882,385
102514784,385
293631912,384
1008598678523842560,384
97054224,383
20336210,382
1142479565492817926,380
1206935907036794880,379
3419294291,379
989888664032501761,378
1152789295117135873,378
175828319,378
1173622020468199436,378
1122614671444299777,375
21927175,374
801228242380324864,374
1125789285620289536,372
16523905,372
704780411315027968,372
337484648,372
895347487233462272,371
999650963228123136,370
619340639,370
2289423523,367
1196150423301824512,366
470799787,365
1015488988830978048,364
17139674,363
21536398,363
1158297750808797184,363
1204649413,362
232146889,362
29371108,360
27001391,359
982784978000883712,359
796074792826847233,359
18809354,358
1192537046134534155,357
1001560210769670150,357
386213011,357
14602051,356
1150145865018773504,356
342863309,356
4053162792,356
1003140853571862528,355
1254645558,354
51310666,353
142321213,353
1056879905298759680,352
1062978561823334400,352
149884554,352
1152808300200648704,352
1221468374699520003,350
16187240,349
32792712,349
247379224,348
726936092746743808,347
116579971,347
953616483912966144,347
75277224,347
741680976,346
1137823130720919554,346
3123883238,346
30724539,345
967855486711287810,345
3401427287,345
1032041245403701248,344
1115354961838137344,343
847849408414851072,342
340259182,341
118845216,340
372627035,339
155769476,339
801277930441740288,339
137721735,337
1166330579631116288,336
1059819685724803073,335
69539409,335
2745022245,334
4489243039,334
3769060167,332
296916117,332
3914047581,331
1134581252097564672,329
761360517441007617,329
707231479047315456,328
44295224,328
2190026348,326
93307778,326
20934272,325
38196838,325
1052225335318712320,325
755246561223991296,325
1057086700231376901,325
3167970557,325
67057594,324
1164955518428962817,324
974704303008112640,324
215685563,322
1166057216715214848,322
143496521,322
1072522182599819264,322
707771294024994818,321
1081674923355983872,319
3843640245,319
949672435690934274,319
347871946,319
866972871133773825,319
1076328952237445120,318
146322653,318
39002335,318
2519044628,318
2467940504,317
2336325458,316
959582534853124096,316
1541165762,315
61112850,314
3264769360,314
139646375,313
2576815675,313
309588819,313
813094291526549508,312
1214947073872846848,312
925478408724758528,311
1183179047649497088,311
159679327,311
88315048,310
15986949,309
726430582675111936,309
915221691881705473,309
21149655,308
1073777869791191040,308
1109755416496398336,308
817839617378488320,308
599817378,308
75610842,307
1027346622848671744,306
1211011340392812544,306
1193657429810135042,306
637322992,305
204444440,305
1026009336462462976,305
1498659234,305
4121225056,304
117082566,304
3241007092,304
3066787711,303
1213172097616236544,303
753053533717483520,303
59047876,302
948625944,302
1059954712181653505,302
931635071651418112,302
17760630,302
964034319357562881,302
1661561491,301
119446687,299
1077970982,298
790681628179857408,298
741977462028926976,297
42698622,297
20334324,296
367750490,296
1028963647836618752,296
105901883,295
1193597262947115009,295
18891076,294
1184104370943811584,294
28876983,294
1648843386,294
1109018818439983104,294
1089548424398147586,293
1213874306515554306,290
759933883622236160,289
341956499,289
1172332837636231168,289
1093774442264707072,289
44367399,289
1250323009,288
402699614,288
1055215213685821441,288
1134899032348712960,287
2371618334,286
17208441,286
952758329301807104,286
81083096,286
74986184,286
697782743434862592,286
292519466,286
711694309,286
34991028,286
2206911420,286
2602783045,285
1102768224834269184,285
1119260724721856517,285
40411197,285
763444445605797889,285
2289824455,285
807999690688098304,284
455010438,284
1106446767296409600,284
938139949710405633,283
16286419,282
1083719810704437249,282
739641369573101568,282
1150198445359190021,281
364668959,281
738196554360750080,281
68752979,280
28381177,280
232638078,280
1203148312594927618,279
1112865471139856384,278
1130046320184446976,278
2893223998,278
822667817749282822,278
55260264,277
329372000,277
90125010,277
35013035,276
162482769,275
97034895,275
20579845,274
222187991,273
126798663,273
1168995455063207936,273
873927089115746304,272
961430565890285568,272
1130520035972272129,272
14945226,271
1050782811932774400,271
4189054053,270
2154253520,270
553224712,270
928543522071887872,269
15212187,269
1207514432324149254,268
2289628938,268
936741043344695296,268
1195405921356275722,267
1117024359586177024,266
2475469238,266
22049571,266
857781212521345025,266
1006784613421809664,265
167348022,265
2879514626,264
1332630685,263
86010091,262
948464246064427008,261
184682609,261
336088096,261
15719232,261
793113571911569408,261
1220277419426402305,261
1080695666760929280,260
18752644,259
16509357,258
1032916708028121088,258
76613646,258
146048090,258
75895646,258
1185568362870591488,257
2735511486,257
753940755576528896,257
1957674949,257
1164894138778566656,256
878943662050127872,256
2316383071,255
1267887043,254
952001547969421312,254
1142506515493990400,254
54769979,252
1374222889,252
5938472,252
1227279286207426561,251
1138446267946811392,251
907115786,251
1116686510634557447,251
107237287,251
23658557,251
14465607,251
3846148359,250
81759496,250
3175496618,250
371539066,250
33608041,250
948688862,248
24733117,248
1062515392394883072,248
724387981,247
765616871567568896,247
48325671,247
884764947405717504,247
35743867,246
832606155973201921,246
1208579056825815041,246
833730693930811393,246
262800088,245
2152550364,244
1121535415138357248,244
1221613861788356608,244
977585213164441600,243
3753255197,243
789060419516243968,243
845392971381927936,243
2345186340,243
2958985503,242
1067638032440967168,241
5639832,241
486711396,241
4289258744,240
1062961804379336704,239
1595125903,238
1096479510046953473,237
1449998204,237
1229899797873807360,236
1179935258738860033,236
783716692664791040,236
91736511,236
1210971632832925696,236
3019337285,236
765322718933770240,235
993289058314014720,235
1269258001,235
2510219524,235
965314350826295296,235
1187833059321757697,235
1067857808,235
158286198,234
1164705565,234
298173729,234
965992281043062784,233
760963385320026112,233
845728536,233
717686709983424513,233
3644915056,232
90346496,231
1199699075626614789,231
63257516,231
2297338710,230
627355202,230
1192835328060674048,230
142646856,229
3048430298,229
1134863001717301248,228
837369375128711172,228
1085988097349824512,228
1180933034423529473,228
829061327800954882,228
4620298132,228
2711791104,227
3131208287,227
785844610404904960,227
287734881,227
1044928850,226
1198296481,226
1175968198832689152,226
14180360,226
37575922,225
1004523129371230208,225
545547725,224
108665128,224
711912035496275968,224
22009023,224
314548237,224
3023210481,224
1196762280614121473,224
113568312,223
314449205,223
1626795866,223
738856920937861120,223
2232082086,223
344373492,223
74968418,223
68727682,222
526346146,222
1174724807939809280,222
477678240,222
861033073,222
2859162224,221
508116018,221
4230787578,220
1032993229422174208,220
208382303,220
710071393,219
2465958361,219
162747537,219
2421067430,218
963569760947630080,217
1210140287588134912,216
65839963,215
799712674573451264,215
383418826,215
4221079785,215
1109152011348557824,215
1094963766834405376,215
739762692,215
232108392,213
1078042598,213
1176136293157355520,213
812812713420292096,213
1216813303688658944,213
827917644225462272,212
1204640458669838338,212
1145702015374438401,212
429478455,212
2835555562,211
3550037417,211
3984632307,210
592959889,210
146456142,210
2602121875,210
39970349,209
779104195,209
3061193505,209
1144508523679645696,209
1173363650758873089,209
2975091705,209
252535620,208
1217887709408178176,208
954497565336178688,208
39234827,208
766560990347587584,208
1727080771,208
16485191,207
1062338108656676864,207
2261025822,207
964104970734731264,207
565315297,207
761965519,206
3040732982,206
841832650671304704,206
1153916067305144321,206
713318428233351168,206
550741444,205
898218643888197632,205
1129479143513612291,204
824819491766992901,204
718375439367028737,204
18379614,204
263402537,203
37546690,202
16188111,202
1201515361612554240,201
23837667,201
74760182,201
529773715,201
15659178,200
874143005090906113,200
64355384,200
1099359841557102593,199
773003748360785920,199
1326005070,199
44540580,199
762903092983541761,199
3504007693,198
1114535875176747008,198
792091207140716544,198
31399634,197
13393052,197
173131940,197
19026201,197
258358917,197
1391959748,196
488580338,196
1022764513,196
51837775,196
1071810447412588546,196
197343113,196
479810905,196
2368938913,195
138182116,195
762284686349574144,194
758934323554758656,194
33856936,194
473453315,194
4048852873,193
1034767919014588416,193
19479214,193
1218324988966531072,193
821781392778547201,192
1186098382068178945,192
2230775300,192
201487534,192
55060090,192
24790428,191
48534642,191
2374166723,191
182778011,191
3170980063,191
1224408592956215296,191
565078449,191
1112032549189177346,190
18320938,189
1081938981074264064,189
1044953048840327169,189
857001662,188
700657882841239552,188
606038872,187
95871559,187
36373308,187
142238984,187
1124409698369921024,187
16468481,187
941395744568647680,186
1434453764,186
190925020,186
620136960,186
2211678807,186
860233232431939584,186
869631917632610305,185
798863960652922881,185
106513394,185
577055614,185
103680159,185
131879711,185
2438096377,184
244816063,184
234781762,184
1090616820892086272,184
21764525,184
3160381099,184
1158954417858605056,184
1043868806194622464,184
933380744705167362,184
1084911963317112832,183
932109065647415296,183
928359860164595712,183
1149479951617253376,183
141297475,183
775685426380214272,182
917748787275337728,182
921374126102732800,182
3161331104,182
854483338530349056,182
962136433,181
449018696,180
1908627954,180
3425187802,180
566847695,180
519899474,180
1168675327159103491,180
1009716150895341568,180
1088213889819516933,180
2875700829,179
1216259319852752896,179
1082415288044347395,179
788363167,179
15455253,178
33949018,178
3157003525,177
189591412,177
1379418918,177
478289798,177
400046267,177
765535468104585217,176
45971460,176
842396875122724864,176
1047797503935086592,176
957409899838955520,176
250386727,176
288755234,175
1182799870572158977,175
25539978,175
765241482974470144,175
998940999182307328,174
1290278593,174
1074209927017742337,174
1107045833122422786,174
602232053,173
186506052,173
371351867,173
1221861405680455681,173
29003960,172
2316434299,172
871164667392958464,172
83297832,172
122143791,172
98851120,172
77490131,171
1112018017943080960,171
18822612,171
558866314,170
1209067741161885696,170
1276652162,170
37656827,169
22831232,169
832258721648615424,169
3293659319,169
876688355370467328,168
819168536820088837,168
738070052990275584,168
48274874,168
4086750921,168
254435615,168
786391105436655616,168
2232767352,168
160509668,168
64151383,168
1083150059255017478,167
2364943596,167
890630413,167
1008787055223214081,167
20630100,166
77509999,166
2884845544,166
3248410062,166
169841651,165
140671681,165
1094640174670049280,165
18001922,165
459692778,165
391534562,164
1208150266643656709,164
1211689473014022144,164
119233419,164
96955327,164
1170143727576342528,164
1003634657920012290,164
2491634246,163
124204931,163
1098928399509323778,162
1356992605,162
1135159747676524544,161
968047699,161
53503202,161
1107804942117421056,160
38602479,160
1036816881347219457,160
1924117148,160
1222170036661628928,160
1156315004133621765,160
822517413732229120,159
40183366,159
528647293,159
1105069096398249984,159
17801749,159
15772453,159
1152626140160364545,159
41885310,159
2202087336,158
3416492723,158
719581669607378944,158
765909323545513984,158
2319339266,158
39118710,158
1162563564017770497,158
775447179418824704,158
2852597261,158
4860357914,158
292423442,157
216638460,157
635004482,157
979780672750542849,157
59170585,157
497879902,156
734703626099232768,156
759859206870532096,156
930414558287720449,156
3137574705,156
1001254470800424960,156
121962354,155
4518501137,155
739699089701535744,155
780745820110893057,155
2330662620,155
276463429,154
1103249614008971269,154
1204743574174126080,154
1098197906585255938,154
929050108523679745,154
969318211,154
1063270908503171072,154
22464893,153
396210973,153
43734813,153
1122955143765479433,153
1059791238038257665,153
934531822481948672,153
1185912942941921281,153
734051597232263168,152
757078971590651904,152
1227685482055766021,152
151432737,152
85657578,152
967497844302209029,151
1192594138908315648,151
942868836,151
2407292684,151
452351313,151
2876742314,151
1219988162816114688,151
2946788382,151
1188713068877844480,151
249524839,151
993719394,150
759091893938499585,150
730388626262130688,150
1021645982461845505,150
817348080899080192,149
1166069450430279681,149
764908933446307840,149
1119704926018580480,149
3393186119,149
1171196331945275392,149
827495269394550785,149
93643538,149
874276988449587201,148
874465187394330625,148
1216058384279048197,148
18005085,148
35302556,148
129167364,148
817382752731463680,147
495518212,147
42749187,147
572122341,147
4446761654,146
816652616625168388,146
986715151595458560,146
1159884110799757312,145
921033470712918016,145
18548529,145
875466158979383297,145
311596220,144
19147357,144
466864852,144
121291327,144
828914963209129984,144
262375914,144
26094153,144
1141731222994980864,144
1041049894985723904,144
2427017340,144
1226617285,144
57184966,144
875271962,144
83694646,143
338773372,143
28612421,143
832965832837885955,143
958188240321703937,143
17017636,143
86321285,143
1083912140740689921,142
1161277524544032768,142
535643852,142
2659475605,142
731649894805463040,142
1097637851439775744,142
190816711,142
140820196,142
14217881,142
152009592,142
2658842593,141
1115373250018570244,141
136484083,141
294052851,141
1061793670444339201,141
1085590193825083399,141
803832772850843648,140
815391518,140
50944856,140
93657255,140
