user_ids,prop_rts_remaining
3530404094,0.1388410837368709
232901331,0.06089539023369317
2451476942,0.03102514596152652
2981776113,0.02817314819532944
18643437,0.026509348737523825
375721095,0.020171314611996397
462104542,0.019990019266240715
1191935744220246016,0.018775786054988107
275276082,0.01852075953425168
125128723,0.018039547058705818
594886554,0.014798098503116865
1121554471,0.01177763717371531
2333707213,0.009791434021841674
586707638,0.008474876628187135
18247062,0.008224058602049496
18266688,0.007921335809193457
592730371,0.006759213663414092
78523300,0.006750095258450049
29398579,0.006570904159993761
39344374,0.006462844872207205
38495835,0.00639880973870406
829717519,0.00604088139905214
11134252,0.0058252992002416175
1153042794375712770,0.005185401722470824
22240612,0.0051051927665880185
22677397,0.004806678468330769
25073877,0.004681248825386465
1424605753,0.004558831144262862
1194770389634895873,0.004508618027334172
86177206,0.004288744814422924
3066129832,0.00423919185350973
39743812,0.004053729272906228
4765364386,0.004031696565889037
1886468286,0.003872021329640861
899115298997055491,0.0037412691788216174
41634520,0.0036861048917767045
800086706678419456,0.0036579244818652048
424664120,0.003495938699562791
1904739704,0.0034359057619035927
26028938,0.0033406369969172776
499230066,0.003027475487066203
83932539,0.0029326193195895727
923368757803847680,0.0028608686126553144
16269666,0.0027500036618028985
1199522589573554176,0.002645451452848666
17980523,0.00260126225956138
3353061012,0.002420255732062478
782018153207431168,0.002395788699738145
186562905,0.00228851334721999
49023129,0.002270689134801589
861186587144577025,0.0022647889904130907
27522964,0.0021323039300531694
815552224046829568,0.0020325378522112855
631310817,0.001966480990910683
16589206,0.0019562898324214585
1134666552718925824,0.0019194036150556007
1216789842,0.0018490969994052406
2923411356,0.0018424129197483403
725064846056640512,0.0018135310940703756
839099917121511425,0.0018117569247787292
187936720,0.001807012053417349
1018425398869282817,0.0018041238708495528
95588504,0.0018011944285307878
240454812,0.0017300213581100889
1202250429054062593,0.0017277520718068202
60937837,0.0016633456005449587
413513361,0.001595184491944962
1023362107,0.0015142741202956922
50769180,0.001496532427379228
940430173517811714,0.0014789970332176065
3041775900,0.001449496311275114
975217231,0.0014428947511201506
9427572,0.0014357980739535651
1674315427,0.001372753174473665
1274690550,0.0013435000110369835
29027457,0.001339910412702722
16585184,0.0013071089106827477
17685258,0.001306737572924031
875017115979403264,0.0012848699049107148
3039785666,0.0012653540427026045
21032566,0.0012572671315127743
16585101,0.0012556992609759705
16936686,0.0012477773887900145
46934022,0.0012028042602343265
341194704,0.0011964089988342058
4918885219,0.0011666607183859021
2950103415,0.0011653404063549093
3775360879,0.0011452469076332396
50434327,0.0010967667002452274
438152067,0.0010940848164322735
4798259061,0.0010771683185351799
3192962633,0.0010517110521876022
6742412,0.0010441192580093945
1192537046134534155,0.0010201886024476523
895286614431346688,0.0010075631186512847
806538357257998336,0.0009855304116340945
1106312355267469312,0.0009830960863269518
734168909553766405,0.0009771546821874847
1546656000,0.0009707594207873639
770781940341288960,0.0009622599120878486
83182871,0.0009496756880424497
167778891,0.000947488921241118
812812713420292096,0.0009308612416008041
1228227257681891328,0.0009302423453362762
859592034,0.0009271066042626687
2869844438,0.000925786292231676
851985789072408576,0.0009146461594701753
1146852857116680192,0.000897440843316302
965259182,0.000896574388545963
19553409,0.0008786676566256249
1398479138,0.0008741290840190876
101779040,0.0008699205894202984
23023227,0.0008583678591491125
43596406,0.0008353861778596463
34927577,0.0008311364235098886
804435407400095745,0.0008308888650040775
272064857,0.0008284132799459662
778763106289758208,0.0008275880849265958
1539351596,0.0008152926791379766
1168793817148821504,0.0008150863803831339
16279880,0.0008026259355906405
822901284655210497,0.0008009342858009312
1092086942198452224,0.0007873185679813193
56491860,0.0007722174991268405
138889809,0.0007665236534931847
16485191,0.0007654921597189716
941729680381550592,0.0007602521713459694
1225779630,0.0007591794178207879
880818095786524673,0.0007505973896193355
187022370,0.0007412726859004497
822510151642923009,0.0007352487622590457
1853047993,0.0007323605796912491
948464246064427008,0.0007308339689054139
2924521080,0.0007291423191157045
1208609863594459136,0.0007286884618550507
16740433,0.0006956806610802339
282695161,0.0006937414527847135
984537447525691392,0.0006844167490658277
19519035,0.0006753808636037216
33653473,0.0006717912652694602
1088817055602757633,0.0006662211988887099
26487169,0.0006602385349982744
752214001,0.0006573503524304778
129235890,0.0006556587026407684
1478430702,0.0006553698843839888
482418139,0.0006455500636534808
44132912,0.0006442710113734566
2391345684,0.0006418366860663139
15212187,0.0006396499192649823
22663306,0.0006373393732107451
1101968098293399561,0.0006372155939578395
840064314220277760,0.0006359365416778154
959856286061006848,0.0006330896188609874
1219007111239282688,0.0006219907458504553
562255311,0.0006158843027071142
786736292809760769,0.0006094065218050564
1160250585024569344,0.000603671416420432
878916812,0.0005871675160330235
367529999,0.0005841142944613529
1134573812111020032,0.0005801120986174064
15416505,0.000577306435551547
3304499628,0.0005771413965476728
907857255613321217,0.0005722314861824188
2413821780,0.0005714062911630484
850036892,0.0005707048753965836
4775210080,0.0005681467708365353
162301746,0.0005669089783074796
19130146,0.0005669089783074796
27995424,0.0005660425235371407
120649992,0.000561792769187383
3262969386,0.0005606374961602645
14247236,0.0005592759243783032
1134618385495527425,0.0005474343758503377
2554131522,0.0005376970746217667
298633547,0.0005182637319155933
1196926455990632449,0.0005145090945774579
810943316,0.0005123635875270947
24787367,0.0005067935211463445
3394053112,0.0005030801435591775
2417586104,0.0004947044141125677
997312910748680192,0.0004916511925408971
984705766945767424,0.0004900833220040934
260885614,0.0004888867892260063
19211550,0.00048575104815239866
85498982,0.0004855034896465875
830538315036229632,0.000484430736121406
2831650963,0.000474693434892835
2256965582,0.0004738269801224961
2363057095,0.000470815018301794
2369910918,0.00046825691374174574
3454726154,0.00046652400420106783
1151261114384171008,0.00046495613366426405
2353605901,0.00046441975690167327
1105852870421815296,0.000462893146115838
126911579,0.0004615728340848453
1026684533364547594,0.0004595923660383563
414223436,0.0004500613635646279
1059443901671575555,0.0004497725453078483
1148711615686160384,0.0004486585320316982
22267198,0.00044271712789223117
1934388686,0.00043194833288944716
826419253347745792,0.0004279048772945321
2190330965,0.0004272859810300043
986716551935016960,0.00042683212376935054
69190453,0.00042658456526353946
288432289,0.0004251404739796412
70355674,0.0004243565387112393
729389585445363713,0.00041346396445554975
35013035,0.0004128038084400534
830504089561792512,0.0004104520026348477
528999980,0.00040970932711741434
65159946,0.0004045931179973177
751552860303683584,0.00039844541510300805
41837823,0.00039741392132879505
1494835716,0.0003953096740294005
1147250593578278912,0.0003906885819209261
44945327,0.00038656260682407397
1134503131797106688,0.0003848709570343646
36934558,0.00038371568400724605
19422491,0.00038367442425627754
803017539903029248,0.0003814876574549459
542962969,0.0003805799429336384
102304238,0.00037381334377480096
3580248555,0.0003734420060160843
1177221975921610753,0.00037179161597734346
1392956425,0.0003703475246934452
112047805,0.0003697286284289174
216327829,0.00036861461515276734
1162682346094522370,0.00036733556287274314
864934909961523200,0.0003664691081024042
1344897174,0.00036634532884949865
403647191,0.0003655613935810968
824322536204865537,0.00036535509482625415
741680976,0.0003652313155733486
952758329301807104,0.0003646949388107578
1174471561987805186,0.00036457115955785223
802121664,0.0003644473803049467
17537467,0.00036333336702879665
844136511079559168,0.00036019762595518903
913135698,0.00035904235292807046
3155188814,0.00035813463840676297
11454572,0.00035433874131765905
1026009336462462976,0.00035404992306087936
4637042115,0.00035169811725567366
196168350,0.0003515330782517996
38644883,0.00035145055874986257
44704537,0.00034810851892141237
1009716150895341568,0.0003414244392645119
143776014,0.000338577516447684
1153045459,0.00033519421686826524
879548970082721792,0.00033507043761535967
1324334436,0.0003334613073275874
2315583427,0.00033185217703981504
43035019,0.0003258695131493795
973302870874324992,0.0003257457338964739
28627025,0.0003197218102550698
920006546829975553,0.0003173700044498641
2757833205,0.0003169574069401789
1110684264243302400,0.00031621473142274555
897210765949648896,0.00031580213391306034
71869296,0.00031444056213109913
22956220,0.000313161509851075
1661094252,0.00031291395134526386
317385247,0.0003127076525904213
1171196331945275392,0.00031113978205361744
19329393,0.0003106859247929637
893759190,0.0003106446650419952
1222990700536426496,0.00031047962603812114
1599221588,0.00031023206753231
141422795,0.00030775648247419874
1024775399736311808,0.00030408436463800033
2725865306,0.0002981017007475648
1043185714437992449,0.00029702894722238323
806168918754660352,0.0002962037522030128
1030394867069984768,0.000295584855938485
903313767596822528,0.00029488344017202016
850130990706151428,0.0002933155696352164
1363644775,0.00029269667337068853
244351421,0.0002910050235809792
1909921760,0.0002891483347873957
18572546,0.0002885706982738364
21150492,0.00028745668499768635
1050459109202518016,0.00028502235969054364
384763131,0.0002848573206866695
321035269,0.0002816390601111249
41160276,0.00028077260534078595
16989178,0.0002777193837691154
2713427480,0.0002762340327342486
2748355923,0.00027355214892129477
765909323545513984,0.0002693023945715371
959582534853124096,0.0002688072775599148
1166577240601239552,0.00026810586179344995
894217820648513537,0.0002679820825405444
957234158111215616,0.0002675694850308592
1155021484990951424,0.0002668680692643943
1165398811008819200,0.0002664554717547091
