,user_ids,followers_count,prop_rts_removed
0,1000141948269678592,56366.03973509934,0.0001002611948535
1,1010682068131557376,13237.791666666666,0.0001890521789377
2,101779040,85459.53571428571,0.0008699205894202
3,1018425398869282817,10784.678217821782,0.0018041238708495
4,1023362107,31915.972868217053,0.0015142741202956
5,1026684533364547594,32601.352941176472,0.0004595923660383
6,1036239330984054784,6675.719008264463,1.794799167130667e-05
7,1037648264672079872,6004.955223880597,0.0002421122186832
8,1043185714437992449,162388.96735905044,0.0002970289472223
9,1049162319941517312,33618.1,9.37421542004799e-05
10,1071493866489044993,11678.257425742575,8.37572944660978e-06
11,1088817055602757633,2034.8059701492537,0.0006662211988887
12,1096854816423170048,6897.9875,6.593308204769669e-05
13,1106312355267469312,17399.402777777777,0.0009830960863269
14,11134252,2231398.62403698,0.0058252992002416
15,1118205222726307842,10728.235294117647,0.0001697013557335
16,1121554471,97036.01570680628,0.0117776371737153
17,1134618385495527425,8871.881305637982,0.0005474343758503
18,1134666552718925824,17468.597096188747,0.0019194036150556
19,1134691864425033730,4913.098039215686,0.0002501166103711
20,1134783407223975937,24998.88950276243,6.873874511355612e-05
21,11454572,91719.70833333333,0.0003543387413176
22,1146225861743403008,6752.4375,0.0
23,1148711615686160384,6194.820512820513,0.0004486585320316
24,115279420,2283.1022727272725,2.4260733569490395e-05
25,1153042794375712770,32011.197368421053,0.0051854017224708
26,1157673159128207361,31566.63716814159,9.869332431670244e-05
27,1162682346094522370,4925.916666666667,0.0003673355628727
28,1162759864939999237,22564.15,0.0002277125655952
29,116356889,42453.84403669725,0.0002061749755896
30,1168793817148821504,6934.965147453083,0.0008150863803831
31,1176477972515213312,6243.971698113208,0.0002277125655952
32,1177221975921610753,16989.285714285714,0.0003717916159773
33,1191935744220246016,15227.652053530226,0.0187757860549881
34,1194770389634895873,137787.57142857142,0.0045086180273341
35,1196926455990632449,10241.952577319587,0.0005145090945774
36,1199522589573554176,27119.757225433525,0.0026454514528486
37,1199631548095619072,6933.671232876713,0.0
38,1215417589414821889,816.5837209302325,2.475585058111265e-07
39,1216789842,247635.94607843139,0.0018490969994052
40,1217456391251808256,2211.785714285714,0.0
41,1219007111239282688,2377.902390438247,0.0006219907458504
42,1225779630,44408.42094017094,0.0007591794178207
43,1229160464,26366.188235294117,0.0002643099647043
44,123617604,24580.025,8.800704881585546e-05
45,125128723,170297.90074441687,0.0180395470587058
46,126911579,9673.384615384615,0.0004615728340848
47,1274690550,524281.3793103448,0.0013435000110369
48,1340481373,15871.275956284153,0.0001542702088713
49,1344897174,219357.6851851852,0.0003663453288494
50,138889809,34158.560846560846,0.0007665236534931
51,1392956425,101823.6,0.0003703475246934
52,1398479138,177545.72727272726,0.000874129084019
53,1424605753,24992.189753320683,0.0045588311442628
54,14247236,585881.0311587147,0.0005592759243783
55,14377605,1706229.38,0.0001439140113782
56,1478430702,70731.40909090909,0.0006553698843839
57,1494835716,129025.23331660812,0.0003953096740294
58,15416505,1541364.857142857,0.0005773064355515
59,1546656000,102153.0,0.0009707594207873
60,162301746,83824.61788617886,0.0005669089783074
61,16269666,338608.448,0.0027500036618028
62,16279880,30010.93063583815,0.0008026259355906
63,16585101,66469.69381107492,0.0012556992609759
64,16589206,5502647.083333333,0.0019562898324214
65,16740433,120257.65267175573,0.0006956806610802
66,1674315427,127138.34852546916,0.0013727531744736
67,16936686,37816.935828877,0.00124777738879
68,1697365488,41836.94207317073,0.0001213449275984
69,16989178,703600.5,0.0002777193837691
70,17537467,616125.8192771084,0.0003633333670287
71,17980523,526721.512315271,0.0026012622595613
72,18247062,1382250.7553956835,0.0082240586020494
73,18266688,795131.1077389985,0.0079213358091934
74,18643437,1096618.4233576641,0.0265093487375238
75,186562905,80381.17464114832,0.0022885133472199
76,187022370,6562.975609756098,0.0007412726859004
77,187936720,85410.34939759035,0.0018070120534173
78,18837791,61131.20491803279,0.0001579835864584
79,1886468286,33891.1593625498,0.0038720213296408
80,1904739704,48369.67857142857,0.0034359057619035
81,1906242157,19607.403409090908,5.475168953522747e-05
82,1909921760,41858.86328125,0.0002891483347873
83,19130146,25715.547008547008,0.0005669089783074
84,19329393,5949954.71875,0.0003106859247929
85,19422491,85957.1452991453,0.0003836744242562
86,19553409,279905.9911816578,0.0008786676566256
87,21150492,30041.13924050633,0.0002874566849976
88,2176476241,36545.97959183674,0.0001046347284561
89,22240612,807282.8523040568,0.005105192766588
90,2248093283,20891.478835978836,0.0001026955201606
91,2256965582,220716.75,0.0004738269801224
92,22677397,228354.33503836318,0.0048066784683307
93,22956220,310255.0,0.000313161509851
94,23023227,17116.974820143885,0.0008583678591491
95,2315583427,64481.0,0.0003318521770398
96,232901331,1449624.7544389758,0.0608953902336931
97,2333707213,132932.82131979696,0.0097914340218416
98,23360808,49062.66979655712,0.0002362533340457
99,234497162,29730.25935828877,0.0002265160328171
100,2369910918,23675.76249265138,0.0004682569137417
101,2413821780,9528.653333333334,0.000571406291163
102,2417586104,920911.4268292683,0.0004947044141125
103,2433154158,13370.802325581395,9.658907701730783e-05
104,244351421,75320.0,0.0002910050235809
105,2451476942,162021.53491930995,0.0310251459615265
106,24787367,101412.41635687732,0.0005067935211463
107,25251653,14221.753086419752,1.2790522800241537e-05
108,26028938,130102.76220472441,0.0033406369969172
109,26487169,2082554.8215223097,0.0006602385349982
110,266237495,78119.85714285714,0.0001302982935585
111,2713937910,18034.833333333332,3.3874255545155804e-05
112,272064857,23513.5663640294,0.0008284132799459
113,2725865306,3282.4893617021276,0.0002981017007475
114,2748355923,3607.6911764705883,0.0002735521489212
115,27493883,381954.4304,3.593724309358186e-05
