fib-naive,botscore,popular,influential
1.0,1.0,1.0,1.0
0.9959683034341109,1.0,0.9953187511746135,0.9959683034341109
0.85712721969724,1.0,0.9952825251132632,0.9350729132004177
0.8534411148054634,0.9999996699219923,0.9936191795127182,0.7962318294635469
0.7925457245717702,0.9999996699219923,0.9936191795127182,0.7925457245717702
0.7643725763764407,0.9999996699219923,0.9935928557916003,0.7660363758342463
0.737863227638917,0.9999996699219923,0.9932593944842727,0.7350112298727198
0.7068380816773904,0.9999996699219923,0.9929242002674045,0.7068380816773904
0.6883173221431388,0.9999996699219923,0.9926135143426115,0.6883173221431388
0.668327302876898,0.9999996699219923,0.99065722451019,0.668327302876898
0.6535292043737811,0.9999996699219923,0.99065722451019,0.6565496657031827
0.649871279891916,0.9999996699219923,0.9906541300288674,0.6501508559644786
0.6416472212898665,0.9999996699219923,0.9869680251370907,0.6353527574613618
0.6370883901456036,0.9999996699219923,0.9805051802648834,0.6295274582611202
0.6362599768656576,0.9999996699219923,0.9804912344690561,0.6258695337792549
0.6344558529948081,0.9999996699219923,0.9804843028308934,0.6070937477242668
0.61568006693982,0.9999996699219923,0.9764305735579871,0.6005228435642731
0.5955087523278235,0.9999996699219923,0.9764305735579871,0.5803515289522767
0.5936969954030449,0.9999996699219923,0.9764305735579871,0.5783952391198552
0.5927698887987822,0.9999996699219923,0.974934041130608,0.5701711805178058
0.5861989846387884,0.9999996699219923,0.9749231072966013,0.569244073913543
0.5831715091517222,0.9999996699219923,0.9749231072966013,0.5641388811469551
0.5771306277526701,0.9999996699219923,0.974872399062661,0.5611114056598888
0.576543460236637,0.9999996699219923,0.974872399062661,0.5593072817890393
0.5731075544747335,0.9999996699219923,0.974872399062661,0.5513859459798458
0.5708427654843203,0.9999996699219923,0.9748165746196006,0.5495741890550672
0.5700835860664996,0.9999996699219923,0.9689912754193589,0.54109931242688
0.5583059488927843,0.9999996699219923,0.9686397423411072,0.5386790566948175
0.5582056876979308,0.9999996699219923,0.9618896470826571,0.5334936549723467
0.5531004949313427,0.9999996699219923,0.9616763754299008,0.5289348238280838
0.5512580820115944,0.9999996699219923,0.9616724144938078,0.5221847285696338
0.5460726802891236,0.9999996699219923,0.9612858518869838,0.517378050101303
0.5440401424369123,0.9999996286622412,0.9606256133519855,0.516549636821357
